date_order,User_ID,product,kol,price
2024-03-24,1262048421,bal,19,4896
2024-07-07,1710866116,bread,44,92803
2024-03-29,24755604,buter,49,69576
2024-06-03,1443769878,boots,11,39962
2024-01-14,1734769175,boots,10,52842
2024-06-12,345810733,bread,13,95644
2024-05-23,677787196,buter,4,25337
2024-02-08,558084250,bread,30,5782
2024-07-23,676876011,bread,27,28785
2024-03-27,1287315640,beer,49,86754
2024-03-06,637886536,bread,35,67348
2024-07-19,1345435272,boots,31,47593
2024-06-27,577564345,bread,10,61433
2024-01-04,1375178873,buter,40,60853
2024-06-22,350115406,buter,37,93147
2024-05-28,1476608139,boots,36,28677
2024-03-18,1696197680,beer,28,82637
2024-01-20,1281709550,beer,18,30528
2024-07-18,1467752281,beer,6,33714
2024-06-25,1629047574,bread,22,36524
2024-02-05,736891763,beer,21,48412
2024-01-30,1148283962,beer,7,87178
2024-06-28,1392351746,bread,35,35503
2024-03-18,1606638452,bal,12,56297
2024-03-21,808738281,bread,9,70777
2024-04-12,470416125,boots,45,3590
2024-01-13,506825492,buter,9,19904
2024-07-07,544991113,buter,46,63374
2024-02-06,546383322,boots,45,83588
2024-06-03,1299350349,boots,36,45546
2024-05-16,485255094,boots,38,34320
2024-05-16,380837801,beer,20,96801
2024-01-14,352967854,beer,9,83653
2024-02-15,1900357385,bal,48,41005
2024-03-16,1924333527,bread,41,44787
2024-03-09,1685938758,bal,39,41941
2024-05-02,724968764,beer,47,63454
2024-02-06,1138520789,bread,18,64255
2024-02-10,1241734598,bread,21,19125
2024-07-27,10669732,buter,9,71687
2024-02-29,1428295251,beer,28,11695
2024-03-25,494272118,beer,7,19655
2024-03-12,457039607,beer,17,35618
2024-01-23,1187934642,buter,24,78709
2024-03-14,290221427,buter,21,47609
2024-02-11,1828847193,boots,10,41860
2024-07-08,7651968,bal,50,45712
2024-04-09,1967398959,boots,26,10980
2024-03-17,501459753,beer,48,33797
2024-02-28,34668081,buter,7,7654
2024-03-13,1966603805,buter,24,37254
2024-04-21,479920191,boots,22,20131
2024-01-23,199881939,boots,43,2570
2024-03-07,1512654592,buter,29,31386
2024-03-06,1739907558,boots,36,10319
2024-07-20,1725270884,bread,39,88646
2024-06-20,9912436,boots,3,68907
2024-06-19,451211810,buter,37,63163
2024-02-21,209282266,boots,29,47342
2024-05-28,1605332460,boots,20,68525
2024-01-12,1565899727,beer,23,32629
2024-05-27,1935236276,bread,5,87934
2024-03-12,1570834507,bal,20,98281
2024-04-24,1097033818,bread,20,6451
2024-02-13,1952967259,bread,12,48851
2024-06-23,85323076,beer,40,60092
2024-06-22,337112410,boots,25,86739
2024-05-21,1372454431,bal,49,9672
2024-02-19,736886388,beer,26,65333
2024-05-29,1378032384,boots,35,96408
2024-05-29,1191417146,buter,42,85289
2024-04-26,1208627164,bread,28,80458
2024-07-27,1351559846,bal,10,5275
2024-06-07,1218351539,beer,6,56896
2024-02-17,728251191,boots,4,80399
2024-06-28,1166712410,beer,8,80879
2024-02-06,437851118,beer,30,80279
2024-03-18,1381062122,buter,48,93940
2024-04-09,54821508,buter,29,26285
2024-04-08,337198103,beer,3,17931
2024-05-14,320037734,bread,15,3067
2024-01-11,1011266778,buter,49,61100
2024-02-28,272182380,bal,21,22810
2024-01-13,838237518,bread,46,38032
2024-03-16,1237502857,bal,12,17314
2024-07-26,1915906535,bal,36,54238
2024-07-19,716071945,bal,13,16014
2024-04-16,1235941572,beer,32,6967
2024-05-10,1552099413,buter,27,45333
2024-03-25,80943400,boots,46,11578
2024-02-19,1066025839,boots,32,78635
2024-01-24,1184407843,boots,17,99157
2024-03-29,1953652176,bread,39,95296
2024-03-27,1594211244,boots,25,93714
2024-07-18,650208696,buter,36,34106
2024-03-23,1430858673,boots,17,69358
2024-01-31,377831412,beer,31,64746
2024-07-25,1202470815,boots,48,65228
2024-01-20,364214563,boots,28,70175
2024-01-01,1608253184,beer,50,83024
2024-02-11,159032878,bal,21,35086
2024-01-08,51502792,bal,29,66373
2024-06-04,434221596,beer,47,15622
2024-06-24,1210166961,bread,20,91265
2024-01-17,1728393620,beer,4,5345
2024-04-16,224993827,bread,41,91068
2024-01-09,1662942522,boots,3,58200
2024-07-14,1322137800,buter,19,18288
2024-07-18,423962466,boots,10,52085
2024-04-19,1881533033,boots,1,56528
2024-02-08,1918950179,boots,48,10455
2024-03-04,441487147,buter,10,76293
2024-07-10,1631463074,bal,23,46658
2024-02-28,535239220,bal,21,61202
2024-03-03,471766044,bal,18,84039
2024-02-26,383440725,beer,46,75956
2024-02-12,288990591,buter,20,73930
2024-03-30,1722024452,bread,26,72053
2024-02-12,418593257,buter,30,70318
2024-06-24,347312174,buter,21,26486
2024-07-06,1507406196,bal,50,63810
2024-04-19,1719279832,beer,38,22154
2024-03-20,1340232261,beer,19,59979
2024-02-02,1029829221,bread,10,31997
2024-06-30,676268870,boots,7,70928
2024-07-14,820932839,buter,48,81689
2024-05-23,518281893,beer,25,877
2024-06-06,810411509,bal,10,12976
2024-02-10,1641440346,bread,35,59245
2024-03-06,1730422096,bread,7,25
2024-02-18,1774230281,beer,42,44298
2024-02-24,1822897382,boots,15,59686
2024-04-15,1897653784,boots,21,18174
2024-06-22,598987598,bread,39,10218
2024-01-19,25396472,buter,30,31914
2024-07-24,809991640,buter,37,35388
2024-05-27,1777937525,bread,46,35703
2024-02-06,1018533441,bal,35,97415
2024-06-07,1637288472,bal,48,65502
2024-01-01,929777000,boots,35,36176
2024-06-07,1653706834,boots,21,74497
2024-07-21,1929917524,boots,28,7058
2024-07-20,1370853021,boots,40,2744
2024-05-20,255773802,boots,27,87285
2024-04-04,750608476,bread,21,76012
2024-05-28,1950489198,bal,1,51472
2024-06-28,511582886,boots,20,81366
2024-07-11,1658574103,bal,46,39347
2024-04-24,158867601,beer,3,99572
2024-02-15,1826208267,beer,33,94041
2024-02-18,863677515,beer,30,29687
2024-01-27,1584940846,bread,24,26344
2024-07-13,445791493,beer,44,21419
2024-07-02,308658923,bread,25,64333
2024-06-29,1550787476,bread,21,17822
2024-06-06,457465140,bal,41,40628
2024-03-26,109523117,bread,8,39801
2024-06-08,929318261,buter,50,63039
2024-07-14,525550432,bal,3,61797
2024-01-04,721180602,beer,14,74293
2024-05-06,1913308889,bal,13,16872
2024-06-28,1945799514,bread,6,31927
2024-07-06,1595728526,boots,44,89543
2024-07-09,632237710,bread,42,14567
2024-01-12,333605205,buter,22,22695
2024-03-06,550559175,buter,32,61706
2024-01-13,636965062,beer,6,94100
2024-04-27,811468440,beer,40,75332
2024-02-12,768412108,bal,39,59665
2024-04-04,1031215181,bread,25,51392
2024-05-22,1967729992,buter,16,87260
2024-03-09,837598819,bread,41,91378
2024-03-30,1136643813,bread,22,31809
2024-01-06,1068727328,bread,20,14895
2024-01-24,690396202,bread,50,91805
2024-02-19,1162986622,bal,5,74316
2024-07-11,444225932,bal,43,30114
2024-01-01,1116233904,beer,39,94133
2024-04-07,257183586,bal,16,59237
2024-06-30,1394877846,bal,8,64726
2024-03-01,667343393,bal,32,49902
2024-06-01,326514225,beer,37,12286
2024-03-02,987641447,bal,15,37616
2024-02-07,1955805802,beer,49,29573
2024-07-04,229965261,boots,4,32740
2024-01-31,522427618,beer,13,70380
2024-01-25,1919231070,beer,38,20403
2024-05-15,1163885210,bread,23,30676
2024-01-05,1041406078,bread,39,12340
2024-04-09,969113653,beer,5,70397
2024-04-02,14059943,buter,13,3833
2024-01-12,172238900,boots,29,72072
2024-03-23,1585291085,boots,26,71835
2024-04-09,1554580240,buter,49,52538
2024-03-14,940326972,buter,6,74678
2024-06-12,1135443979,boots,29,57282
2024-05-29,1850115090,bread,1,81282
2024-06-08,1550087316,buter,13,14582
2024-06-18,1169840374,beer,23,32903
2024-02-19,1159168525,bal,1,56165
2024-03-31,1101606759,bread,41,26877
2024-07-19,452496025,boots,15,23819
2024-06-13,171919435,buter,20,3529
2024-02-07,1504880479,boots,38,40701
2024-02-14,1880940267,buter,16,57113
2024-01-21,216626736,bal,9,33933
2024-07-09,1655102047,bal,27,97295
2024-04-03,1920415103,buter,45,80696
2024-03-18,1002569875,buter,41,10551
2024-04-22,563523233,bread,34,33151
2024-02-01,378726981,buter,45,59821
2024-01-14,376450592,bal,2,13499
2024-06-08,208324590,bread,21,90940
2024-01-21,812372731,bal,25,10792
2024-02-20,1617156327,buter,10,90697
2024-07-10,304836746,buter,23,49770
2024-06-12,1459428469,beer,31,51461
2024-07-11,1345115479,boots,27,81158
2024-07-13,277749065,boots,17,91796
2024-03-19,1297630650,bread,43,26135
2024-01-20,456401189,bal,3,31167
2024-07-14,520654854,buter,23,82563
2024-05-08,1392040614,beer,40,73722
2024-03-10,1049028764,beer,37,57534
2024-03-18,811518762,beer,37,61599
2024-05-26,1444551659,bal,16,54338
2024-01-24,1143044482,boots,33,20409
2024-07-19,3436073,boots,4,56225
2024-04-01,1785746439,bread,25,75988
2024-01-28,256724506,buter,4,1127
2024-03-11,1010799140,bal,27,39898
2024-06-19,346883030,beer,37,78134
2024-05-06,24042285,beer,37,42792
2024-03-15,1566568716,buter,37,37410
2024-03-01,722678979,boots,42,70035
2024-07-19,760530551,buter,33,64176
2024-06-18,1018823457,boots,45,75312
2024-01-17,352418950,bal,20,87939
2024-05-10,386508751,beer,10,89442
2024-01-01,1307354785,bal,19,67881
2024-02-21,246539535,beer,4,25445
2024-05-12,222820432,buter,47,79797
2024-01-16,85699916,bal,37,76638
2024-01-01,38753146,bread,36,84190
2024-04-05,1048266804,beer,33,79345
2024-07-19,1231729541,boots,42,50310
2024-07-14,1093608919,bal,40,45232
2024-05-18,529661386,boots,4,18281
2024-01-31,14642620,beer,15,77602
2024-02-29,162991883,boots,43,52612
2024-07-15,36509533,buter,20,17360
2024-02-02,1023938193,bal,24,64511
2024-05-15,1464297094,bread,50,93525
2024-06-25,478876034,bal,28,86356
2024-04-20,1692313530,bal,12,37729
2024-01-27,1034338862,beer,45,90609
2024-07-24,164680381,boots,32,88244
2024-01-31,1569289498,bal,19,921
2024-06-18,192627764,buter,8,13516
2024-03-09,834968878,beer,27,85854
2024-03-21,1751861014,bread,34,63363
2024-01-09,1751924562,boots,21,81487
2024-03-27,722433867,bal,38,28782
2024-02-19,1837270974,bal,33,98876
2024-07-19,245611770,buter,43,48518
2024-06-17,1442934665,buter,47,68589
2024-07-01,1883569951,bal,48,65895
2024-02-09,1075763293,boots,11,84322
2024-02-22,1277286253,bread,27,33531
2024-05-21,53017038,beer,17,56451
2024-04-18,533727024,beer,7,63186
2024-04-17,200605116,bal,33,4169
2024-05-26,895948890,buter,18,26324
2024-05-06,664201402,beer,16,61939
2024-06-07,1201384998,bal,28,23057
2024-01-24,1412728073,boots,22,69139
2024-04-05,629313927,bread,34,6013
2024-07-27,1078947800,buter,10,99552
2024-04-24,1537443076,bread,40,9200
2024-07-17,555320432,bal,39,44160
2024-02-12,509457483,bread,25,38567
2024-06-01,493619732,bal,11,63358
2024-03-07,632245450,buter,31,36231
2024-02-29,104660083,beer,7,41527
2024-07-19,1465173023,boots,25,53723
2024-06-02,1093029943,buter,31,40604
2024-06-03,125311800,bal,42,31075
2024-01-24,1044440321,boots,41,25862
2024-04-27,500962469,boots,20,10085
2024-05-13,944076719,buter,13,10053
2024-03-11,1001541379,beer,12,50546
2024-02-13,923911624,beer,2,77114
2024-07-04,1373234122,buter,50,19139
2024-02-22,715038355,bread,11,61266
2024-07-10,1037123951,bread,18,66143
2024-04-14,1434430526,bal,4,24565
2024-07-19,1064153533,buter,8,6560
2024-03-07,1558663617,beer,2,60615
2024-05-23,845307093,bal,21,59011
2024-05-06,1249679361,bal,35,8147
2024-06-14,289553675,bread,29,2470
2024-03-04,369156977,boots,6,80589
2024-03-05,1961894502,bread,6,5445
2024-01-23,1222374539,boots,39,73812
2024-07-12,923149402,boots,37,24380
2024-02-26,1702256004,bread,13,62283
2024-07-06,815861371,buter,14,41436
2024-07-22,1362688809,buter,15,16488
2024-02-05,1070033789,beer,4,57604
2024-06-18,692973543,buter,49,54937
2024-03-27,1820680374,buter,24,95243
2024-01-20,1995385406,beer,1,78301
2024-07-04,1501341054,buter,31,26310
2024-03-13,918357400,buter,11,63637
2024-05-17,1061590404,bread,46,59196
2024-06-23,1314758426,bal,37,7452
2024-01-27,363765097,boots,11,34414
2024-05-04,1090061641,beer,1,37603
2024-03-20,1449994215,bread,20,37453
2024-01-14,1482697014,beer,17,50846
2024-04-28,1170863814,buter,11,25270
2024-03-13,1434694611,boots,25,52285
2024-03-03,1669839853,bal,13,60161
2024-06-07,792874779,bal,33,18422
2024-03-10,688716513,bread,31,86315
2024-01-13,707043902,buter,42,95293
2024-07-08,1456077851,buter,11,70655
2024-07-05,1444998114,boots,32,54952
2024-01-07,1777848806,bread,32,43514
2024-06-25,1116094953,boots,35,21437
2024-03-04,1408949625,beer,22,86020
2024-07-09,676388217,boots,36,65759
2024-02-25,43428010,beer,45,47220
2024-03-18,1913609657,bread,34,84616
2024-03-06,699675961,bread,14,9824
2024-03-25,222259875,buter,42,62333
2024-05-04,3392726,bal,1,50156
2024-01-02,14706674,beer,16,68914
2024-04-04,238159953,boots,37,5861
2024-03-31,321601028,beer,36,23516
2024-04-17,1767051061,bread,6,22956
2024-07-14,115280329,bread,21,85019
2024-04-18,247006167,beer,18,2013
2024-04-22,1131045721,buter,41,62011
2024-01-16,676808367,boots,47,86070
2024-06-03,629790427,bal,14,64596
2024-05-31,1164141346,buter,17,92586
2024-02-03,474947936,beer,47,7955
2024-05-27,117954049,bread,14,56239
2024-03-28,156857528,buter,30,18067
2024-04-27,341915966,buter,28,85047
2024-04-28,951992828,buter,23,36447
2024-07-22,117963612,bal,39,33540
2024-07-06,1591436930,buter,29,39846
2024-05-01,685277691,beer,34,43498
2024-04-16,624405082,boots,22,8393
2024-02-15,939986491,bal,3,98115
2024-04-10,1393670851,boots,15,50734
2024-06-29,1791674479,buter,33,63372
2024-01-25,1806048121,bread,39,57534
2024-06-09,1608081311,beer,40,50921
2024-02-12,1468765349,bal,16,45670
2024-05-23,439605314,bread,3,51605
2024-04-03,995218227,bread,33,25112
2024-01-15,1185060958,boots,21,83508
2024-04-24,707259500,buter,35,75467
2024-01-30,1009251641,bread,41,9023
2024-01-24,457839817,buter,29,36325
2024-07-03,1622059584,buter,42,49582
2024-07-17,1083305953,bread,40,41381
2024-02-23,486302637,bread,36,56455
2024-07-08,70037753,beer,28,37956
2024-04-19,1725610921,buter,5,72046
2024-03-03,884487414,bread,20,79194
2024-01-20,866918077,bal,15,81295
2024-04-29,390647006,beer,36,77065
2024-07-10,1899219303,boots,8,85918
2024-04-14,1975247778,bal,32,83033
2024-01-12,1379336750,buter,23,80481
2024-07-26,1066113679,bread,41,66988
2024-01-02,376530664,bal,48,80869
2024-01-19,608931195,beer,29,94118
2024-01-05,1464473471,beer,25,41684
2024-03-12,999343409,buter,5,48749
2024-05-12,1590975014,bal,37,91378
2024-06-25,318728625,beer,49,15439
2024-06-19,1897831145,beer,11,18129
2024-01-12,96796137,bal,28,26780
2024-05-15,1303166828,boots,46,41848
2024-02-02,1983931907,bal,3,27914
2024-06-11,2317558,bread,48,49533
2024-03-16,740928984,buter,45,87592
2024-05-16,1633355469,beer,13,27247
2024-02-13,1243290127,beer,28,83697
2024-05-13,146016087,boots,47,63447
2024-04-19,1084915862,bread,11,46556
2024-01-23,1497409493,boots,37,54009
2024-01-31,608099932,bal,47,74483
2024-06-06,6589523,bread,23,4804
2024-07-26,1886999495,bread,24,34951
2024-02-25,900140812,buter,7,29708
2024-03-30,1142073643,bread,13,57702
2024-02-15,1260071451,bread,37,17549
2024-03-28,219443297,buter,29,81086
2024-07-20,262980884,beer,36,95694
2024-01-20,662072865,bal,13,60860
2024-03-01,1167593625,beer,7,69354
2024-05-31,234368772,boots,35,50488
2024-01-24,34717032,bal,28,77872
2024-02-26,1861520166,buter,43,21852
2024-06-13,335325809,bal,27,4058
2024-05-25,1423548581,bal,39,42110
2024-01-27,305042603,buter,42,85049
2024-07-17,922793206,bread,28,98126
2024-01-22,913942541,beer,22,22311
2024-07-12,1923730374,boots,35,95160
2024-05-17,1744702663,buter,27,9903
2024-05-26,35293957,beer,38,41131
2024-02-26,1898896733,beer,23,60342
2024-07-13,1163937109,boots,41,78675
2024-06-30,668797609,bread,29,10754
2024-07-11,1809420137,buter,6,69867
2024-02-04,985554700,bread,16,8818
2024-03-30,1399119150,bal,20,56049
2024-06-16,626000464,beer,14,31524
2024-04-15,1604948473,buter,39,97417
2024-02-14,635387695,boots,26,11930
2024-06-12,1918562190,buter,40,45404
2024-05-12,568950495,beer,9,623
2024-07-07,1247945947,bread,41,88972
2024-04-26,1674827662,bread,20,16735
2024-06-15,810068394,bread,6,1011
2024-05-16,773207947,bread,7,93552
2024-03-30,1391790443,boots,39,71707
2024-01-09,19192057,bal,16,90846
2024-02-24,40145497,beer,6,37602
2024-03-21,1839879600,bread,38,12216
2024-02-25,524070391,bal,41,6393
2024-04-19,216556408,bal,28,94284
2024-05-31,1976791959,boots,11,20605
2024-05-02,423336769,beer,14,65107
2024-03-28,1958455083,bread,13,47137
2024-03-20,1308055202,bal,33,29510
2024-06-06,1176521048,boots,22,16942
2024-01-14,628040290,boots,44,64409
2024-06-25,952736709,beer,35,33147
2024-03-14,1616603224,bread,1,25685
2024-03-13,1646400505,buter,27,1067
2024-03-01,1492731577,bal,27,40116
2024-01-24,110051151,beer,47,72081
2024-05-03,597022826,bal,22,79847
2024-01-13,522567787,bread,35,25610
2024-03-06,104739193,buter,26,77255
2024-01-31,1109950347,beer,3,94109
2024-07-11,688206775,buter,2,57094
2024-03-12,1439890633,beer,8,6174
2024-04-17,1470184797,buter,41,46294
2024-06-20,631635425,buter,48,53621
2024-07-14,1348164894,boots,23,28746
2024-02-13,1098730214,bal,3,29095
2024-03-24,1949317940,boots,46,4955
2024-05-18,1851455623,buter,24,53548
2024-05-03,748878131,beer,27,41861
2024-03-25,1404601091,bal,25,56593
2024-02-24,1597702253,boots,17,72471
2024-05-27,581658652,bal,25,35498
2024-06-12,483157376,beer,12,97835
2024-05-07,1931787663,beer,47,23125
2024-05-11,474953753,bread,37,67168
2024-04-01,1537269154,buter,4,62681
2024-03-01,489298218,boots,11,31916
2024-04-13,493115611,buter,38,90727
2024-05-22,549549458,buter,24,48839
2024-06-28,572523790,bread,30,24116
2024-04-19,1827007566,buter,37,44035
2024-05-24,1092882993,buter,35,47047
2024-03-24,178189645,buter,41,87849
2024-04-10,729106584,boots,48,83419
2024-04-05,1663382989,boots,10,90428
2024-05-24,404340982,bread,37,37078
2024-01-12,25313740,boots,49,61537
2024-07-10,1788329000,bread,31,66721
2024-07-17,147481536,buter,2,58969
2024-02-10,912274951,boots,40,88044
2024-01-21,495899037,boots,46,86051
2024-06-19,1345249145,buter,5,11462
2024-03-02,1284862945,boots,49,22957
2024-07-18,1934265971,beer,34,9191
2024-05-03,185040266,beer,6,74530
2024-06-26,1675957890,buter,3,54212
2024-04-04,1393137726,bread,43,62870
2024-02-11,1534602107,bal,44,7160
2024-06-02,132567341,buter,32,92931
2024-05-13,1603032240,boots,5,48848
2024-06-16,1688328071,bread,28,29071
2024-05-16,1755441934,beer,11,78159
2024-04-29,1099778770,boots,34,13434
2024-04-05,1114169008,buter,44,41360
2024-05-30,252025021,bal,1,98105
2024-02-10,1583206944,buter,50,15371
2024-05-23,390576490,beer,46,99230
2024-03-20,246496635,buter,3,8654
2024-03-22,674377586,beer,36,61362
2024-06-28,463820881,boots,17,81654
2024-01-29,1236080358,buter,5,19240
2024-01-31,952472627,beer,9,45634
2024-02-04,1426085561,bal,1,77841
2024-07-11,272673058,bread,30,89828
2024-03-28,303623835,beer,34,88393
2024-03-22,1401593686,bal,13,70702
2024-07-07,1430520495,boots,36,50760
2024-03-27,7679638,buter,18,75283
2024-05-14,1006105637,bal,22,38661
2024-05-21,570500089,boots,15,44143
2024-07-20,521051350,beer,6,67398
2024-02-21,459828707,beer,43,98882
2024-04-17,1926565868,buter,42,84248
2024-05-22,480114853,buter,2,92560
2024-07-17,552431971,boots,17,35196
2024-03-29,1287981911,boots,35,14585
2024-07-27,833120231,bread,4,54168
2024-04-15,278538247,beer,18,12015
2024-07-26,1635645948,buter,17,5609
2024-06-07,1897366862,buter,7,39982
2024-01-09,589773310,bread,38,89702
2024-01-28,1373160237,bal,26,55045
2024-01-07,651170872,bread,9,74808
2024-01-28,923394644,boots,2,67904
2024-06-15,1147714248,bread,25,37150
2024-04-05,1439524614,boots,6,56034
2024-06-23,1181000069,boots,20,84107
2024-07-04,62960722,boots,20,20761
2024-03-17,34160992,boots,27,24216
2024-04-07,1556249671,buter,42,22561
2024-04-01,499202265,bal,41,48144
2024-03-11,949105595,beer,49,65658
2024-05-08,1370556619,boots,42,48622
2024-06-06,874874560,boots,11,78137
2024-05-31,1967062081,bal,46,68286
2024-02-22,1021708664,bal,30,28981
2024-03-25,1487217123,bread,26,82386
2024-03-07,1246725226,boots,5,93343
2024-01-29,593735032,buter,11,63181
2024-02-18,1185589134,bread,48,43041
2024-05-26,1601641741,beer,41,50674
2024-05-22,437281988,bread,9,3594
2024-04-20,924469812,bal,38,63602
2024-06-06,1293746396,boots,36,84647
2024-01-11,919118307,beer,26,92303
2024-03-04,657832529,boots,14,30483
2024-06-04,1842493456,buter,16,93761
2024-07-22,1727244239,boots,32,73616
2024-03-21,1900067031,bread,2,43305
2024-07-21,789264003,beer,4,30031
2024-04-15,1124126736,bal,1,60546
2024-01-09,915948471,bal,25,42330
2024-06-28,735630915,beer,39,1791
2024-07-05,100529216,bread,25,17388
2024-03-02,1828771148,buter,46,82470
2024-07-12,82457916,boots,47,5910
2024-03-02,1354481505,beer,32,24691
2024-03-18,727784357,buter,34,35218
2024-06-12,1491301424,bread,13,79317
2024-06-14,437711443,boots,29,61589
2024-01-11,1943381656,buter,13,96676
2024-05-05,238483067,bread,21,78883
2024-01-09,584643784,beer,23,46279
2024-04-13,1813770325,boots,1,23476
2024-06-14,1919272849,boots,1,87546
2024-03-09,1687222819,buter,48,3417
2024-02-07,1400575111,bal,27,33783
2024-02-26,1958524051,beer,11,2623
2024-01-17,1048558952,buter,4,47036
2024-03-28,1788436598,bal,41,94465
2024-05-12,359393970,beer,5,29983
2024-05-31,1817167795,boots,46,91417
2024-02-28,549188358,bread,27,56453
2024-01-25,1378334222,bread,36,10227
2024-06-23,559835362,beer,31,63369
2024-06-14,1063308884,boots,50,96116
2024-06-03,1361660371,buter,26,63907
2024-01-26,69048032,beer,30,32317
2024-04-19,1042402120,bread,9,89805
2024-02-24,1066265802,boots,43,27826
2024-05-13,1564553225,bread,45,72635
2024-02-01,737872769,bread,36,93584
2024-03-24,1336608201,beer,38,85474
2024-05-21,1936774764,bal,43,16398
2024-03-08,26293235,beer,34,11810
2024-03-21,80782505,buter,50,4176
2024-02-28,583101109,beer,42,6352
2024-07-21,1267445935,buter,43,1300
2024-06-02,1831820112,beer,6,18602
2024-01-10,19831915,boots,27,57411
2024-06-20,1064380907,beer,41,24701
2024-04-24,540338536,bal,43,43031
2024-04-16,167420119,beer,43,21511
2024-02-28,1927672768,bread,21,69176
2024-04-22,292498628,buter,27,85777
2024-06-29,756862722,buter,37,30167
2024-05-29,613071943,beer,18,38938
2024-04-04,1007117202,buter,7,45376
2024-04-23,66065991,buter,11,57521
2024-06-28,998790786,bread,42,54715
2024-01-21,1481274412,buter,22,37728
2024-05-25,1156848542,bal,4,93966
2024-05-28,359636519,boots,10,35177
2024-06-04,1727470237,bread,22,62670
2024-06-02,1811913625,beer,27,2642
2024-07-09,470020216,beer,16,84686
2024-07-21,1781076381,bal,27,25438
2024-05-31,1075045493,bal,44,5809
2024-04-21,1060424129,buter,30,68128
2024-07-10,1118447457,bal,32,32075
2024-02-29,130866048,beer,12,47961
2024-01-05,1261302682,buter,13,85405
2024-06-03,1022123820,beer,25,41078
2024-05-09,1127456577,buter,19,56508
2024-01-13,255219653,beer,15,14554
2024-02-20,1984302370,buter,16,28683
2024-02-18,325091671,bread,14,33982
2024-02-18,1996422791,bal,16,65309
2024-03-22,1971014102,beer,32,55648
2024-03-16,1724278656,beer,28,18111
2024-03-07,1326441320,beer,16,39613
2024-07-24,1957055969,bread,42,7103
2024-06-15,1683545116,buter,45,72051
2024-05-08,489228475,bread,44,67834
2024-02-17,971044211,bal,8,11797
2024-05-19,876947711,buter,17,37050
2024-01-20,1760544000,buter,41,2435
2024-05-19,1417255340,bread,4,46165
2024-01-19,817619945,bal,19,58959
2024-04-11,988023664,bread,2,88793
2024-02-11,1092451993,beer,8,17563
2024-03-21,1674363874,boots,21,48908
2024-06-09,109791518,beer,37,36975
2024-01-12,25112858,buter,25,98522
2024-02-27,1084385085,beer,6,84230
2024-07-03,999264129,beer,10,32610
2024-07-14,1494595443,boots,50,17628
2024-06-28,194113956,beer,17,89517
2024-03-22,686533927,bal,36,58915
2024-01-28,1890727077,beer,3,55623
2024-04-07,1162340234,bread,9,69066
2024-01-28,178134538,boots,29,37443
2024-02-07,1253508843,beer,4,15229
2024-01-14,863402296,bread,23,16180
2024-03-15,349775866,bal,41,5023
2024-07-19,7384695,bread,43,22315
2024-04-13,544819393,bal,7,98364
2024-05-12,270723832,buter,32,32829
2024-01-05,1024944713,beer,21,71380
2024-05-21,74032244,beer,1,61896
2024-03-02,968440309,bal,11,513
2024-04-30,1078359041,beer,2,58383
2024-03-21,1059890874,bread,3,5624
2024-05-26,1538359571,bread,46,39203
2024-05-15,962061708,beer,16,46826
2024-03-06,92661691,buter,41,95208
2024-06-04,583123509,boots,17,61429
2024-07-14,1936187720,buter,30,39909
2024-04-11,170157917,buter,48,14707
2024-03-30,1262179699,buter,21,35731
2024-07-05,1108284080,bread,47,81480
2024-03-11,308174443,buter,10,66789
2024-01-08,478984378,bal,30,60457
2024-02-24,1159064798,bal,7,49192
2024-01-09,1942236248,beer,28,23570
2024-01-01,506234592,bread,1,21093
2024-03-10,1319165132,bread,16,4612
2024-07-08,1790969497,bread,44,97715
2024-06-07,365350196,bal,44,3738
2024-03-21,1589656717,boots,28,40892
2024-03-03,25602754,boots,8,14611
2024-05-16,1403705261,beer,21,45162
2024-01-10,1270244306,boots,14,60268
2024-05-01,1030729506,buter,38,77728
2024-03-08,1151132461,bread,27,80367
2024-05-03,412560160,bal,2,97212
2024-05-12,1966082889,bread,41,80082
2024-05-29,1691029016,bal,17,25309
2024-02-12,1247487379,buter,18,84202
2024-07-12,1863663170,bread,34,20394
2024-03-26,601965760,beer,47,76635
2024-01-13,467028936,boots,17,6608
2024-03-22,435157517,beer,28,76233
2024-03-25,1629095209,boots,21,5185
2024-03-15,1392370891,beer,30,23971
2024-03-25,829093888,bread,11,51814
2024-05-09,35140113,boots,45,3006
2024-04-05,1431349053,bread,23,70584
2024-02-18,1701665870,bread,36,96822
2024-05-07,1407646580,boots,13,33333
2024-06-03,58074147,buter,40,9975
2024-07-19,1771054313,bal,8,22294
2024-04-07,1613149012,bal,8,47430
2024-03-17,175249529,buter,12,9935
2024-06-07,1982975469,beer,10,6878
2024-04-18,775256915,beer,47,4027
2024-07-27,1231971733,buter,22,67172
2024-05-20,319278891,buter,31,64173
2024-07-27,923280138,bal,9,44602
2024-04-15,1852670525,beer,31,44832
2024-02-29,1609638180,boots,28,71993
2024-03-10,576996012,boots,16,76031
2024-05-16,1986441186,buter,39,43790
2024-05-16,1434058040,boots,9,31481
2024-06-28,542558631,bal,34,41474
2024-02-06,1427338882,bal,34,60800
2024-01-22,1936496052,buter,3,66578
2024-06-28,610333653,buter,20,80456
2024-02-13,1133866286,bread,46,7871
2024-02-03,1105989644,beer,12,64109
2024-03-22,1039438486,bal,19,3466
2024-04-23,880832671,bal,8,71619
